,n_voters,n_cands,n_issues,voters_p,cands_p,app_k,app_thresh,election_rules,n_reps,default_style,delegation_style,best_k,n_delegators,mean,variance,skew,kurtosis
51,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,9,70,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
52,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,9,80,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
53,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,9,90,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
54,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,9,100,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
55,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,11,0,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
56,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,11,10,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
57,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,11,20,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
58,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,11,30,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
59,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,11,40,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
60,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,11,50,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
61,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,11,60,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
62,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,11,70,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
63,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,11,80,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
64,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,11,90,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
65,100,60,200,0.5,0.5,100,0.5,borda,21,uniform,best_k,11,100,0.6041400000000001,0.0009949104000000002,-0.08504154485712548,0.43470629500504465
